,Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SalePrice
1600,2013,65,8453,6,5,1995,1995,38,3,2,4,3,1,6,362,1,0,392,754,4,754,855,0,1609,0,0,2,1,3,1,3,6,0,0,1995,2,2,525,3,3,3,0,70,0,0,0,0,0,0,2008,NA
1601,2014,50,8480,6,5,1993,1994,120,3,2,4,3,1,6,602,1,0,284,886,4,886,794,0,1680,0,1,2,1,3,1,3,7,0,0,1993,2,2,474,3,3,3,144,96,0,0,0,0,0,0,2008,NA
1602,2015,43,14565,7,5,1994,1995,145,3,2,4,3,3,6,537,1,0,295,832,4,832,825,0,1657,0,0,2,1,3,1,3,6,0,0,1994,2,2,483,3,3,3,144,74,0,0,0,0,0,2000,2008,NA
1603,2016,65,8450,6,5,2001,2001,0,3,2,4,3,1,6,472,1,0,355,827,4,827,850,0,1677,1,0,2,1,3,1,3,7,0,0,2001,2,2,627,3,3,3,0,68,0,0,0,0,0,0,2008,NA
1604,2017,75,8285,7,5,1992,1992,0,3,2,4,3,1,6,397,1,0,439,836,3,844,893,0,1737,0,1,2,1,3,1,3,7,0,0,1992,3,2,506,3,3,3,192,85,0,0,0,0,0,0,2008,NA
1605,2156,0,9771,6,5,1995,2002,190,3,2,4,3,1,2,779,1,0,298,1077,4,1093,1721,0,2814,0,1,2,1,4,1,3,9,1,3,1995,3,2,614,3,3,3,48,32,0,0,216,0,4,0,2008,NA
1606,2158,0,14171,7,5,1993,1994,0,3,2,4,3,1,6,355,1,0,457,812,4,1101,1099,0,2200,0,0,2,1,4,1,3,9,1,3,1993,2,2,453,3,3,3,168,98,0,0,0,0,0,0,2008,NA
1607,2358,0,11613,6,5,1993,1997,0,3,2,4,3,1,5,480,1,0,384,864,4,920,900,0,1820,0,0,2,1,3,1,3,7,0,0,1993,2,2,492,3,3,3,144,85,0,0,0,0,4,0,2007,NA
1608,2505,75,9317,7,5,1994,2001,0,3,3,4,4,1,6,497,1,0,282,779,4,1029,929,0,1958,1,0,2,1,3,1,3,7,1,3,1994,2,2,499,3,3,3,202,93,0,0,0,0,0,0,2007,NA
1609,2513,0,8883,7,5,1988,1988,360,3,2,4,3,1,6,608,2,321,0,929,4,946,927,0,1873,1,0,2,1,3,1,3,7,1,3,1988,2,2,619,3,3,3,108,48,0,0,144,0,4,0,2007,NA
1610,2695,65,7800,7,5,2005,2005,172,3,2,4,3,1,1,0,1,0,891,891,4,891,795,0,1686,0,0,2,1,3,1,3,8,0,0,2005,3,2,462,3,3,3,144,101,0,0,0,0,0,0,2006,NA
1611,2696,74,7632,7,5,2005,2005,96,3,2,4,3,1,1,0,1,0,784,784,4,831,754,0,1585,0,0,2,1,3,1,3,7,0,0,2005,2,2,449,3,3,3,100,77,0,0,0,0,0,0,2006,NA
1612,2697,70,8304,6,5,1997,1998,0,2,2,4,3,1,1,0,1,0,941,941,4,941,896,0,1837,0,0,2,1,3,1,2,7,0,0,1997,2,2,688,3,3,3,150,165,0,0,0,0,4,0,2006,NA
1613,2698,70,9370,6,5,1992,1993,0,3,2,4,3,1,5,758,1,0,78,836,4,844,887,0,1731,1,0,2,1,3,1,3,7,0,0,1992,2,2,462,3,3,3,307,85,0,0,224,0,0,3000,2006,NA
1614,2701,0,9019,6,5,1994,1994,0,2,2,4,3,1,5,274,1,0,362,636,4,636,684,0,1320,0,0,2,1,3,1,3,6,0,0,1994,3,2,472,3,3,3,0,40,0,0,0,0,0,0,2006,NA
1615,2828,88,12128,6,4,1989,1989,232,3,2,4,3,1,5,549,1,0,319,868,4,1313,1246,0,2559,0,0,2,1,4,1,4,9,1,3,1989,2,2,506,3,3,3,0,245,0,0,168,0,3,0,2006,NA
1616,412,100,34650,5,5,1955,1955,0,2,2,3,3,2,3,1056,1,0,0,1056,2,1056,0,0,1056,1,0,1,0,3,1,2,5,0,0,1955,3,2,572,3,3,3,264,0,0,0,0,0,0,0,2006,145000
1617,2265,195,41600,5,5,1969,1990,0,2,2,4,3,4,5,1047,1,0,53,1100,2,1424,0,0,1424,1,0,1,1,3,1,2,7,0,0,1969,1,3,828,3,3,1,144,0,0,0,0,0,0,0,2007,NA
1618,1212,152,12134,8,7,1988,2005,0,3,2,4,3,3,6,427,1,0,132,559,3,1080,672,0,1752,0,0,2,0,4,1,2,8,0,0,1988,2,2,492,3,3,3,325,12,0,0,0,0,0,0,2010,164000
1619,85,0,8530,7,5,1995,1996,22,2,2,4,3,1,1,0,1,0,384,384,3,804,670,0,1474,0,0,2,1,3,1,2,7,1,3,1995,3,2,400,3,3,3,120,72,0,0,0,0,0,700,2009,168500
1620,112,0,7750,7,5,2000,2000,0,2,2,4,3,1,6,250,1,0,134,384,4,774,656,0,1430,0,0,2,1,3,1,2,7,1,3,2000,3,2,400,3,3,3,180,0,0,0,0,0,0,0,2010,180000
1621,574,76,9967,7,5,2000,2000,0,2,2,4,3,1,1,0,1,0,384,384,4,774,656,0,1430,0,0,2,1,3,1,2,8,1,3,2000,2,2,400,3,3,3,100,0,0,0,0,0,0,0,2007,170000
1622,1019,0,10784,7,5,1991,1992,76,3,2,4,3,1,1,0,1,0,384,384,3,802,670,0,1472,0,0,2,1,3,1,3,7,1,3,1991,2,2,402,3,3,3,164,0,0,0,0,0,0,0,2007,160000
1623,1117,0,7750,8,5,2002,2002,0,3,2,4,3,1,6,353,1,0,55,408,4,779,640,0,1419,1,0,2,1,3,1,3,7,1,3,2002,3,2,527,3,3,3,120,0,0,0,0,0,0,0,2009,184100
1624,1125,0,9125,7,5,1992,1992,170,2,2,4,3,1,1,0,1,0,384,384,3,812,670,0,1482,0,0,2,1,3,1,3,7,1,3,1992,3,2,392,3,3,3,100,25,0,0,0,0,0,0,2007,163900
1625,1259,59,9587,7,5,2005,2005,182,3,2,4,3,4,6,655,1,0,201,856,4,1166,0,0,1166,1,0,2,0,2,1,3,5,0,0,2005,3,2,400,3,3,3,212,0,0,0,0,0,0,0,2008,190000
1626,1485,67,13300,7,5,2004,2004,0,3,2,4,3,1,6,326,1,0,58,384,4,744,630,0,1374,1,0,2,1,3,1,3,7,1,4,2004,3,2,400,3,3,3,100,0,0,0,0,0,0,0,2010,NA
1627,1629,60,8400,7,5,1996,1997,32,2,2,4,3,1,6,284,1,0,100,384,3,958,670,0,1628,0,0,2,1,3,1,2,7,1,3,1996,3,2,390,3,3,3,48,72,0,0,0,0,0,490,2009,NA
1628,1633,57,8923,7,5,1998,1998,0,3,2,4,3,1,6,189,1,0,195,384,3,751,631,0,1382,0,0,2,1,3,1,2,7,1,3,1998,3,2,396,3,3,3,256,0,0,0,0,0,0,0,2009,NA
1629,1687,59,9434,7,5,2004,2005,0,3,2,4,3,2,1,0,1,0,384,384,4,744,630,0,1374,0,0,2,1,3,1,3,6,1,4,2004,3,2,400,3,3,3,100,0,0,0,0,0,0,0,2009,NA
1630,1693,61,9734,7,5,2004,2004,0,3,2,4,3,2,6,241,3,113,30,384,4,744,630,0,1374,0,0,2,1,3,1,3,7,0,0,2004,3,2,400,3,3,3,0,0,0,0,0,0,0,0,2009,NA
1631,1695,62,7750,7,5,1999,2000,0,2,2,4,3,1,1,0,1,0,384,384,4,774,656,0,1430,0,0,2,1,3,1,2,7,1,3,1999,2,2,400,3,3,3,0,0,0,0,0,0,0,0,2009,NA
1632,1697,64,7848,7,6,1999,1999,0,2,2,3,3,1,1,0,1,0,384,384,4,774,656,0,1430,0,0,2,1,3,1,2,7,1,3,1999,3,2,410,3,3,3,0,0,0,0,0,0,0,0,2009,NA
1633,2253,56,8872,6,5,1997,1997,0,2,2,4,3,1,1,0,1,0,384,384,3,754,630,0,1384,0,0,2,1,3,1,2,7,1,3,1997,3,2,390,3,3,3,0,0,0,0,0,0,0,0,2007,NA
1634,2254,0,10147,6,5,1994,1994,32,2,2,4,3,1,2,186,1,0,206,392,3,924,770,0,1694,0,0,2,1,3,1,2,7,1,3,1994,3,2,398,3,3,3,256,64,0,0,0,0,3,0,2007,NA
1635,2323,65,16219,7,5,2004,2005,0,3,2,4,3,4,6,779,1,0,56,835,4,1119,0,0,1119,1,0,2,0,2,1,3,5,0,0,2004,3,2,437,3,3,3,100,24,0,0,0,0,0,0,2007,NA
1636,2324,87,11084,7,5,2004,2004,0,3,2,4,3,1,6,192,1,0,192,384,4,744,630,0,1374,1,0,2,1,3,1,3,8,1,4,2004,3,2,400,3,3,3,100,0,0,0,0,0,0,0,2007,NA
1637,2326,0,11950,7,5,2003,2003,0,3,2,4,3,1,1,0,1,0,384,384,4,754,640,0,1394,0,0,2,1,3,1,3,7,1,3,2003,3,2,400,3,3,3,100,0,0,0,0,0,0,0,2007,NA
1638,206,99,11851,7,5,1990,1990,0,2,2,4,3,1,1,0,1,0,1424,1424,4,1442,0,0,1442,0,0,2,0,3,1,2,5,0,0,1990,2,2,500,3,3,3,0,34,0,508,0,0,0,0,2009,180500
1639,278,140,19138,4,5,1951,1951,0,2,2,3,3,1,2,120,1,0,744,864,4,864,0,0,864,0,0,1,0,2,1,2,4,0,0,1951,1,2,400,3,3,3,0,0,0,0,0,0,0,0,2010,141000
1640,357,0,9248,6,6,1992,1992,106,2,2,4,3,1,6,560,1,0,598,1158,3,1167,0,0,1167,1,0,2,0,3,1,3,6,0,0,1992,2,2,400,3,3,3,120,26,0,0,0,0,0,0,2009,173000
1641,416,73,8899,7,5,2007,2007,0,3,2,4,3,3,6,24,1,0,1316,1340,4,1340,0,0,1340,0,0,2,0,3,1,3,6,0,0,2007,3,2,396,3,3,3,100,30,0,0,0,0,0,0,2007,181134
1642,781,63,7875,7,5,1995,1996,38,2,2,4,4,1,1,0,1,0,1237,1237,3,1253,0,0,1253,0,0,2,0,3,1,2,6,1,3,1995,3,2,402,3,3,3,220,21,0,0,0,0,0,0,2007,176000
1643,904,50,14859,7,5,2006,2006,27,3,2,4,3,1,1,0,1,0,1670,1670,4,1670,0,0,1670,0,0,2,0,3,1,3,7,1,4,2006,2,3,690,3,3,3,144,60,0,0,0,0,0,0,2006,240000
1644,923,65,10237,6,5,2005,2006,0,3,2,4,3,1,6,28,1,0,1288,1316,4,1316,0,0,1316,0,0,2,0,3,1,3,6,1,4,2005,3,2,397,3,3,3,100,0,0,23,0,0,0,0,2006,169990
1645,1051,73,8993,7,5,2007,2007,0,3,2,4,3,3,1,0,1,0,1302,1302,4,1302,0,0,1302,0,0,2,0,3,1,3,6,0,0,2007,3,2,436,3,3,3,0,22,0,0,0,0,0,0,2007,176485
1646,1128,182,14572,7,5,2004,2004,0,3,2,4,3,3,6,1300,1,0,230,1530,4,1530,0,0,1530,1,0,2,0,3,1,3,7,1,4,2004,3,3,630,3,3,3,144,36,0,0,0,0,0,0,2007,259000
1647,1389,42,14892,9,5,2006,2007,160,4,2,5,3,4,6,1320,1,0,426,1746,4,1746,0,0,1746,1,0,2,0,3,1,4,7,2,4,2006,3,3,758,3,3,3,201,39,0,0,0,0,0,0,2009,377500
1648,1467,0,7980,6,7,1992,2007,0,2,3,4,3,1,5,935,1,0,233,1168,4,1187,0,0,1187,1,0,2,0,3,1,2,6,0,0,1992,3,2,420,3,3,3,483,21,0,0,0,0,4,500,2010,NA
1649,1469,85,10176,7,5,1990,1990,0,2,2,4,3,4,6,637,1,0,663,1300,3,1341,0,0,1341,1,0,1,1,2,1,3,5,1,1,1990,1,2,506,3,3,3,192,0,0,0,0,0,0,0,2010,NA
1650,1483,100,18494,6,5,2005,2005,0,3,2,4,3,1,1,0,1,0,1324,1324,4,1324,0,0,1324,0,0,2,0,3,1,3,6,0,0,2005,3,2,430,3,3,3,36,23,0,0,0,0,0,0,2010,NA
1651,1636,58,7250,6,5,1993,1993,45,2,2,4,3,1,1,0,1,0,1181,1181,4,1190,0,0,1190,0,0,2,0,3,1,3,6,1,3,1993,1,2,430,3,3,3,0,21,0,0,0,0,0,0,2009,NA
1652,1938,53,14137,5,5,1996,1997,0,3,2,4,3,1,6,450,1,0,898,1348,3,1384,0,0,1384,1,0,2,0,3,1,3,7,0,0,1996,1,2,404,3,3,3,0,39,0,0,0,0,0,0,2008,NA
1653,1946,0,31220,6,2,1952,1952,0,2,2,3,3,1,1,0,1,0,1632,1632,2,1474,0,0,1474,0,0,1,0,3,1,2,7,2,4,1952,1,2,495,3,3,3,0,0,144,0,0,0,0,750,2008,NA
1654,1948,0,47280,6,5,1950,1961,44,2,2,3,3,1,1,0,1,0,1488,1488,3,1488,0,0,1488,0,0,2,1,3,1,2,6,1,3,1950,2,2,738,3,3,3,0,0,180,0,0,0,0,0,2008,NA
1655,2258,0,9556,7,5,1992,1993,52,2,2,4,3,1,1,0,1,0,1168,1168,3,1187,0,0,1187,0,0,2,0,3,1,3,6,0,0,1992,2,2,420,3,3,3,0,21,0,0,0,0,0,0,2007,NA
1656,2260,160,18160,6,6,1964,1964,138,2,2,3,3,3,4,550,1,0,752,1302,1,1128,0,0,1128,1,0,1,0,3,1,2,6,1,3,1964,1,2,480,3,3,2,0,108,246,0,0,0,3,0,2007,NA
1657,2317,88,12216,6,5,2005,2005,0,2,2,4,3,3,6,918,1,0,408,1326,4,1326,0,0,1326,1,0,2,0,3,1,3,6,0,0,2005,3,2,388,3,3,3,120,23,0,0,0,0,0,2000,2007,NA
1658,2320,64,7697,7,6,2007,2007,0,3,2,4,3,1,1,0,1,0,1246,1246,4,1258,0,0,1258,0,0,2,0,3,1,3,6,0,0,2007,2,2,462,3,3,3,0,0,0,0,0,0,0,0,2007,NA
1659,2325,59,10936,7,5,2006,2006,0,3,2,4,3,3,1,0,1,0,1510,1510,4,1525,0,0,1525,0,0,2,1,3,1,3,6,1,4,2006,2,2,534,3,3,3,100,18,0,0,0,0,0,0,2007,NA
1660,2626,0,8076,6,6,1993,1994,112,2,2,4,3,1,6,705,1,0,455,1160,3,1169,0,0,1169,0,1,2,0,3,1,2,6,1,3,1993,3,2,402,3,3,3,0,26,0,0,144,0,3,0,2006,NA
1661,2669,102,11660,6,5,2006,2006,0,3,2,4,3,3,1,0,1,0,1326,1326,4,1326,0,0,1326,0,0,2,0,3,1,3,6,0,0,2006,3,2,427,3,3,3,100,0,0,0,0,0,0,0,2006,NA
1662,51,0,13869,6,6,1997,1997,0,2,2,4,3,3,6,182,1,0,612,794,3,794,676,0,1470,0,1,2,0,3,1,2,6,0,0,1997,3,2,388,3,3,3,0,75,0,0,0,0,0,0,2007,177000
1663,73,74,10141,7,5,1998,1998,40,2,2,4,3,1,1,0,1,0,832,832,3,885,833,0,1718,0,0,2,1,3,1,2,7,1,3,1998,3,2,427,3,3,3,0,94,0,0,291,0,0,0,2009,185000
1664,87,122,11911,6,5,2005,2005,0,3,2,4,3,3,1,0,1,0,684,684,4,684,876,0,1560,0,0,2,1,3,1,3,6,1,4,2005,3,2,400,3,3,3,100,38,0,0,0,0,0,0,2009,174000
1665,96,0,9765,6,8,1993,1993,68,4,3,4,4,1,5,310,1,0,370,680,3,680,790,0,1470,0,0,2,1,3,1,2,6,1,3,1993,3,2,420,3,3,3,232,63,0,0,0,0,0,480,2009,185000
1666,132,0,12224,6,5,2000,2000,40,3,2,4,3,1,6,695,1,0,297,992,4,1022,1032,0,2054,1,0,2,1,3,1,3,7,1,3,2000,2,2,390,3,3,3,24,48,0,0,0,0,0,0,2009,244000
1667,148,0,9505,7,5,2001,2001,180,3,2,4,3,1,1,0,1,0,884,884,4,884,1151,0,2035,0,0,2,1,3,1,3,8,1,4,2001,3,2,434,3,3,3,144,48,0,0,0,0,0,0,2010,222500
1668,160,134,19378,7,5,2005,2006,456,3,2,4,3,2,6,57,1,0,1335,1392,4,1392,1070,0,2462,1,0,2,1,4,1,3,9,1,4,2006,2,2,576,3,3,3,239,132,0,168,0,0,0,0,2006,320000
1669,169,62,8244,7,5,2004,2004,0,3,2,4,3,1,1,0,1,0,840,840,4,840,880,0,1720,0,0,2,1,3,1,3,7,1,4,2004,3,2,440,3,3,3,100,48,0,0,0,0,0,0,2007,183500
1670,222,0,8068,6,5,2002,2002,0,3,2,4,3,1,1,0,1,0,1010,1010,4,1010,1257,0,2267,0,0,2,1,4,1,3,8,1,3,2002,2,2,390,3,3,3,120,46,0,0,0,0,0,0,2009,200000
1671,235,0,7851,6,5,2002,2002,0,3,2,4,3,1,6,625,1,0,235,860,4,860,1100,0,1960,1,0,2,1,4,1,3,8,2,3,2002,3,2,440,3,3,3,288,48,0,0,0,0,0,0,2010,216500
1672,256,66,8738,7,5,1999,1999,302,3,2,4,3,1,1,0,1,0,975,975,4,1005,1286,0,2291,0,0,2,1,4,1,3,8,1,3,1999,3,2,429,3,3,3,192,0,0,0,0,0,0,0,2006,230000
1673,267,70,11207,6,5,1997,1997,0,2,2,4,3,3,6,714,1,0,88,802,3,802,709,0,1511,1,0,2,1,3,1,2,8,1,3,1997,3,2,413,3,3,3,95,75,0,0,0,0,0,0,2006,185000
1674,311,0,7685,6,5,1993,1994,112,2,2,4,3,1,5,518,1,0,179,697,3,697,804,0,1501,0,0,2,1,3,1,3,6,1,3,1993,3,2,420,3,3,3,190,63,0,0,0,0,0,0,2006,165600
1675,316,71,7795,7,5,2004,2005,0,3,2,4,3,1,6,425,1,0,291,716,4,716,716,0,1432,1,0,2,1,3,1,3,6,1,4,2004,3,2,432,3,3,3,100,51,0,0,0,0,0,0,2009,188500
1676,335,59,9042,6,5,1998,1998,0,2,2,4,3,4,6,828,1,0,115,943,3,943,695,0,1638,1,0,2,1,3,1,2,7,2,3,1998,3,2,472,3,3,3,100,38,0,0,0,0,0,0,2008,192000
1677,371,0,8121,6,5,2000,2000,0,2,2,4,3,1,1,0,1,0,953,953,4,953,711,0,1664,0,0,2,1,3,1,2,7,1,3,2000,2,2,460,3,3,3,100,40,0,0,0,0,0,0,2006,172400
1678,380,60,8123,6,5,2000,2000,16,2,2,4,3,1,1,0,1,0,982,982,4,1007,793,0,1800,0,0,2,1,3,1,2,7,1,3,2000,3,2,463,3,3,3,100,63,0,0,0,0,0,0,2009,179000
1679,405,0,10364,6,5,1995,1996,0,2,2,4,3,1,1,0,1,0,806,806,3,806,766,0,1572,0,0,2,1,3,1,2,7,1,3,1995,3,2,373,3,3,3,0,40,0,0,0,0,0,0,2007,168000
1680,434,100,10839,6,5,1997,1998,0,2,2,4,3,1,1,0,1,0,926,926,4,926,678,0,1604,0,0,2,1,3,1,2,7,1,3,1997,3,2,470,3,3,3,0,36,0,0,0,0,0,0,2008,181000
1681,448,0,11214,7,5,1998,1999,0,3,2,4,3,1,1,0,1,0,930,930,3,956,930,0,1886,0,0,2,1,4,1,3,10,1,3,1998,3,2,431,3,3,3,89,0,0,0,0,0,0,0,2006,199900
1682,493,105,15578,6,5,2006,2006,0,3,2,4,3,1,1,0,1,0,728,728,3,728,728,0,1456,0,0,2,1,3,1,2,8,0,0,2006,2,2,429,3,3,3,0,0,0,0,0,0,0,0,2006,172785
1683,535,74,9056,8,5,2004,2004,0,3,2,5,4,3,1,0,1,0,707,707,4,707,707,0,1414,0,0,2,1,3,1,3,6,1,4,2004,3,2,403,3,3,3,100,35,0,0,0,0,0,0,2006,178000
1684,545,58,17104,7,5,2006,2006,0,3,2,4,4,3,6,554,1,0,100,654,4,664,832,0,1496,1,0,2,1,3,1,3,7,1,4,2006,2,2,426,3,3,3,100,24,0,0,0,0,0,0,2006,179665
1685,559,57,21872,7,5,1996,1997,0,2,2,4,3,4,6,604,1,0,125,729,4,729,717,0,1446,0,1,2,1,3,1,2,6,1,3,1996,1,2,406,3,3,3,264,22,0,0,0,0,0,0,2008,175000
1686,617,0,7861,6,5,2002,2003,0,3,2,4,3,1,6,457,1,0,326,783,4,807,702,0,1509,1,0,2,1,3,1,3,7,1,4,2002,3,2,393,3,3,3,100,75,0,0,0,0,0,0,2006,183200
1687,666,106,11194,8,5,2000,2000,40,3,2,4,3,1,1,0,1,0,1406,1406,4,1454,482,0,1936,0,0,2,1,3,1,3,7,1,3,2000,2,2,504,3,3,3,188,124,0,0,0,0,0,0,2006,230500
1688,709,65,9018,7,5,2007,2007,0,3,2,4,3,3,1,0,1,0,728,728,4,728,728,0,1456,0,0,2,1,3,1,3,8,1,4,2007,3,2,400,3,3,3,100,24,0,0,0,0,0,0,2007,179540
1689,738,72,10463,8,5,2005,2005,0,3,2,4,3,1,1,0,1,0,893,893,4,901,900,0,1801,0,0,2,1,3,1,3,8,1,4,2005,3,3,800,3,3,3,0,116,0,0,0,0,0,0,2006,239900
1690,747,0,8795,7,5,2000,2000,0,3,2,4,3,1,6,300,1,0,652,952,4,980,1276,0,2256,0,0,2,1,4,1,3,8,1,3,2000,3,2,554,3,3,3,224,54,0,0,0,0,0,0,2009,236000
1691,752,0,7750,7,5,2003,2003,0,3,2,4,3,1,1,0,1,0,660,660,4,660,660,0,1320,0,0,2,1,3,1,3,6,0,0,2003,3,2,400,3,3,3,0,48,0,0,0,0,0,0,2007,162000
1692,795,0,10832,7,5,1994,1996,0,3,2,4,3,1,1,0,1,0,712,712,4,1086,809,0,1895,0,0,2,1,3,1,3,7,1,3,1994,3,2,409,3,3,3,143,46,0,0,0,0,0,500,2008,194500
1693,823,0,12394,7,5,2003,2003,0,3,2,4,3,4,1,0,1,0,847,847,4,847,886,0,1733,0,0,2,1,3,1,3,7,1,4,2003,3,2,433,3,3,3,100,48,0,0,0,0,0,0,2007,225000
1694,858,65,8125,6,5,1994,1995,0,2,2,4,3,1,1,0,1,0,702,702,3,702,779,0,1481,0,0,2,1,3,1,2,6,1,3,1994,3,2,343,3,3,3,0,36,0,0,0,0,0,0,2009,174000
1695,869,0,14762,5,6,1948,1960,0,2,2,0,0,0,0,0,0,0,0,0,3,1547,720,53,2320,0,0,2,0,2,1,2,7,1,3,1979,1,2,672,3,3,2,120,144,0,0,0,0,0,0,2006,169000
1696,883,0,9636,6,5,1992,1993,0,2,2,4,3,1,1,0,1,0,808,808,3,808,785,0,1593,0,0,2,1,3,1,2,7,1,3,1993,2,2,389,3,3,3,342,40,0,0,0,0,3,0,2009,178000
1697,903,63,7875,7,5,2003,2003,0,3,2,4,3,1,1,0,1,0,783,783,4,807,702,0,1509,0,0,2,1,3,1,3,8,1,4,2003,3,2,393,3,3,3,0,75,0,0,0,0,0,0,2006,180000
1698,910,149,12589,6,5,2005,2005,0,3,2,4,3,1,1,0,1,0,742,742,4,742,742,0,1484,0,0,2,1,3,1,3,8,1,4,2005,3,2,390,3,3,3,36,24,0,0,0,0,0,0,2009,174000
1699,930,0,13006,7,5,1997,1997,285,2,2,4,3,1,1,0,1,0,964,964,3,993,1243,0,2236,0,0,2,1,4,1,3,8,1,3,1997,3,2,642,3,3,3,0,0,0,0,0,0,0,0,2006,222000
1700,942,0,8755,7,5,1999,1999,298,3,2,4,3,1,5,772,1,0,220,992,4,1022,1038,0,2060,1,0,2,1,3,1,3,8,1,3,1999,2,2,390,3,3,3,0,0,0,168,0,0,4,0,2009,214000
1701,966,65,10237,6,5,2005,2007,0,3,2,4,3,1,1,0,1,0,783,783,4,783,701,0,1484,0,0,2,1,3,1,3,8,1,4,2005,3,2,393,3,3,3,0,72,0,0,0,0,0,0,2007,178900
1702,1067,59,7837,6,7,1993,1994,0,3,2,4,3,1,1,0,1,0,799,799,3,799,772,0,1571,0,0,2,1,3,1,2,7,1,3,1993,2,2,380,3,3,3,0,40,0,0,0,0,0,0,2009,178000
1703,1085,0,13031,6,5,1995,1996,0,2,2,4,3,1,5,592,1,0,99,691,3,691,807,0,1498,0,0,2,1,3,1,2,6,1,3,1995,3,2,409,3,3,3,315,44,0,0,0,0,0,0,2006,187500
1704,1108,168,23257,7,5,2006,2006,0,3,2,5,4,1,1,0,1,0,868,868,4,887,1134,0,2021,0,0,2,1,3,1,3,9,1,4,2006,2,2,422,3,3,3,0,100,0,0,0,0,0,0,2006,274725
1705,1109,0,8063,6,5,2000,2000,0,2,2,4,3,1,1,0,1,0,924,924,4,948,742,0,1690,0,0,2,1,3,1,2,7,1,3,2000,2,2,463,3,3,3,100,48,0,0,0,0,0,0,2007,181000
1706,1111,0,8000,6,5,1995,1996,0,2,2,4,3,1,6,219,1,0,554,773,3,773,885,0,1658,1,0,2,1,3,1,2,8,1,3,1995,3,2,431,3,3,3,224,84,0,0,0,0,0,0,2008,188000
1707,1129,59,11796,7,5,2004,2005,0,3,2,4,3,3,1,0,1,0,847,847,4,847,1112,0,1959,0,0,2,1,4,1,3,8,1,4,2004,3,2,434,3,3,3,100,48,0,0,0,0,0,0,2007,215000
1708,1135,57,8773,6,5,1997,1997,0,2,2,4,3,3,1,0,1,0,916,916,3,916,684,0,1600,0,0,2,1,3,1,2,7,1,3,1997,3,2,460,3,3,3,100,38,0,0,0,0,0,0,2007,169000
1709,1168,58,10852,6,5,2000,2000,0,2,2,4,3,1,6,786,1,0,173,959,4,959,712,0,1671,1,0,2,1,3,1,2,7,1,3,2000,3,2,472,3,3,3,0,38,0,0,0,0,0,0,2006,173000
1710,1190,60,7500,7,5,1999,1999,0,2,2,3,3,1,1,0,1,0,994,994,3,1028,776,0,1804,0,0,2,1,3,1,3,7,1,3,1999,3,2,442,3,3,3,140,60,0,0,0,0,0,0,2010,189000
1711,1196,51,8029,6,5,2005,2005,0,2,2,4,3,1,1,0,1,0,728,728,4,728,728,0,1456,0,0,2,1,3,1,3,8,0,0,2005,3,2,400,3,3,3,100,24,0,0,0,0,0,0,2008,176000
1712,1197,58,14054,7,5,2006,2006,0,3,2,4,3,3,1,0,1,0,879,879,4,879,984,0,1863,0,0,2,1,4,1,3,9,1,4,2006,3,3,660,3,3,3,100,17,0,0,0,0,0,0,2006,219210
1713,1225,60,15384,7,5,2004,2005,0,3,2,4,3,3,6,724,1,0,64,788,4,788,702,0,1490,1,0,2,1,3,1,3,8,1,4,2004,3,2,388,3,3,3,100,75,0,0,0,0,0,0,2008,184000
1714,1261,0,24682,6,5,1999,1999,0,2,2,4,3,1,1,0,1,0,841,841,4,892,783,0,1675,0,0,2,1,3,1,2,7,1,3,1999,3,2,502,3,3,3,0,103,0,0,0,0,0,0,2009,181000
1715,1301,0,10762,7,5,1999,1999,344,3,2,4,3,1,6,694,1,0,284,978,4,1005,978,0,1983,0,0,2,1,3,1,3,9,1,3,1999,3,2,490,3,3,3,0,0,0,0,0,0,0,0,2009,225000
1716,1330,63,9084,7,5,1998,1998,0,2,2,4,3,1,1,0,1,0,935,935,3,955,677,0,1632,0,0,2,1,3,1,2,8,1,3,1998,3,2,462,3,3,3,0,28,0,0,0,0,0,0,2006,176500
1717,1364,73,8499,6,5,2006,2007,0,2,2,4,3,1,1,0,1,0,616,616,4,616,796,0,1412,0,0,2,1,3,1,3,6,1,4,2007,3,2,432,3,3,3,0,36,0,0,0,0,0,0,2007,156932
1718,1402,62,7415,6,5,2004,2004,0,2,2,3,3,1,6,759,1,0,80,839,4,864,729,0,1593,1,0,2,1,3,1,2,8,1,3,2004,3,2,398,3,3,3,100,75,0,0,0,0,0,0,2008,193000
